knob_name,type,description,DBMS,cluster
innodb_ft_server_stopword_table,String,The innodb_ft_server_stopword_table configuration parameter is used in MySQL to define a specific stopword table for InnoDB full-text search operations on the MySQL Server. Stopwords specified in the table are excluded from full-text indexes. This feature is available in MySQL 5.6 and later versions.,MySQL,0
innodb_ft_user_stopword_table,String,"The innodb_ft_user_stopword_table MySQL configuration parameter specifies the user-defined STOPWORD table for InnoDB full-text search functionality. By setting this parameter, users can customize the list of stopwords used in full-text searches, allowing them to exclude specific words from indexing or searching. This parameter is available in MySQL 5.6 and later versions for managing stopwords in InnoDB full-text search indexes.",MySQL,0
innodb_idle_flush_pct,Integer,"The MySQL configuration parameter innodb_idle_flush_pct specifies the percentage of dirty pages that triggers an automatic flush operation in the InnoDB buffer pool when the server is idle. By default, this parameter is set to 100, meaning that all dirty pages will be flushed in this scenario. Adjusting this parameter allows fine-tuning the balance between performance and disk I/O efficiency based on workload characteristics. This parameter is available in MySQL 5.7 and later versions.",MySQL,0
innodb_io_capacity,Integer,The `innodb_io_capacity` MySQL configuration parameter specifies the I/O capacity of the InnoDB storage engine. It determines the rate at which InnoDB can perform I/O operations. Increasing this parameter can help optimize the InnoDB storage engine's performance on systems with high I/O capability. This parameter is available in MySQL 5.5 and later versions.,MySQL,0
innodb_io_capacity_max,Integer,The `innodb_io_capacity_max` MySQL configuration parameter sets the maximum I/O capacity for InnoDB background I/O. It limits the number of I/O operations per second that InnoDB can perform. This parameter is available in MySQL 5.7 and later versions.,MySQL,0
innodb_limit_optimistic_insert_debug,Integer,"The MySQL configuration parameter `innodb_limit_optimistic_insert_debug` controls whether the Optimistic Insert optimization debug information should be limited. When enabled, it restricts the amount of debug information generated during Optimistic Insert operations in InnoDB. This parameter is available starting from MySQL version 8.0.2.",MySQL,0
innodb_lock_wait_timeout,Integer,"The `innodb_lock_wait_timeout` parameter in MySQL configures the maximum time, in seconds, a transaction waits for a lock before timing out and causing a deadlock error. This parameter helps control the behavior of InnoDB storage engine in handling lock waits and can be adjusted to prevent long delays due to lock contention. It is available in MySQL versions that support the InnoDB storage engine.",MySQL,0
innodb_log_buffer_size,Integer,"**Parameter Name: innodb_log_buffer_size**

- **Description:**
  The `innodb_log_buffer_size` parameter specifies the size in bytes of the buffer that InnoDB uses to write log entries before flushing them to the log files on disk. A larger buffer size can improve the performance of write-heavy workloads by reducing the frequency of disk I/O operations for log flushing.

- **Usage:**
  Modify this parameter based on the workload characteristics and available system resources to optimize write performance. The default value is 16MB, and increasing this value may benefit systems with high write activity at the expense of potentially higher memory usage by the buffer.",MySQL,0
innodb_log_checkpoint_fuzzy_now,Boolean,The innodb_log_checkpoint_fuzzy_now configuration parameter is not a valid MySQL server parameter according to official MySQL documentation. You may have mistyped the parameter name or it could be a custom or incorrectly referenced setting. Please ensure you are referring to the correct MySQL configuration parameter.,MySQL,0
innodb_log_checkpoint_now,Boolean,"The innodb_log_checkpoint_now parameter in MySQL is not a valid configuration parameter according to the official MySQL documentation. If you have any other MySQL server parameters you would like to learn about, please feel free to ask.",MySQL,0
innodb_log_checksums,Boolean,"The innodb_log_checksums parameter in MySQL controls whether InnoDB verifies the checksums of redo log blocks. When enabled (default), InnoDB validates checksums to ensure data integrity in log records. Disabling this parameter can improve performance but may increase the risk of undetected data corruption. This parameter is available in MySQL versions 5.5 and later.",MySQL,0
